Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
263147,"Vampire Kisses (Vampire Kisses, #1)",Ellen Schreiber,"Schreiber, Ellen",,"=""0060093366""","=""9780060093365""",4,3.75,HarperTeen,Mass Market Paperback,253,2005,2003,,2015/05/19,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",4,3.96,Riverhead Books,Hardcover,336,2015,2015,2015/05/06,2015/05/02,,,read,,,,1,0
188192,Light on Prãnãyãma: The Yogic Art of Breathing,B.K.S. Iyengar,"Iyengar, B.K.S.","Yehudi Menuhin, Ranganath Ramachandra Diwakar","=""0824506863""","=""9780824506865""",5,4.30,PublishDrive,Paperback,320,1985,1981,2015/05/04,2015/04/29,,,read,,,,1,0
18528452,Under the Dome: Part One,Stephen        King,"King, Stephen",,"=""""","=""""",5,4.05,Pocket Books,Paperback,656,2014,2009,2015/05/03,2015/04/17,,,read,,,,1,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376458""","=""9780765376459""",0,4.04,Tor,Hardcover,400,2015,2015,,2015/05/02,to-read,to-read (#64),to-read,,,,0,0
17878931,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""1409151174""","=""9781409151173""",0,3.98,Orion,Hardcover,383,2015,2015,,2015/05/02,to-read,to-read (#63),to-read,,,,0,0
639688,Unseen (Anders Knutas #1),Mari Jungstedt,"Jungstedt, Mari",Tiina Nunnally,"=""0312351577""","=""9780312351571""",0,3.57,Minotaur Books,Hardcover,256,2006,2003,,2015/05/02,to-read,to-read (#62),to-read,,,,0,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",5,4.47,G.P. Putnam's Sons,Hardcover,451,2009,2009,2015/04/28,2013/11/29,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",3,4.45,Bantam,Mass Market Paperback,835,2005,1996,2015/04/28,2014/12/31,,,read,,,,1,0
2791536,"Skinned (Cold Awakening, #1)",Robin Wasserman,"Wasserman, Robin",,"=""1416936343""","=""9781416936343""",4,3.54,Simon Pulse,Hardcover,368,2008,2008,,2015/04/25,,,read,,,,1,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.38,Atria Books,Hardcover,337,2014,2012,,2015/04/25,to-read,to-read (#61),to-read,,,,0,0
16101143,"You Are Now Less Dumb: How to Conquer Mob Mentality, How to Buy Happiness, and All the Other Ways to Outsmart Yourself",David McRaney,"McRaney, David",,"=""1592408052""","=""9781592408054""",0,3.95,Gotham Books,Hardcover,320,2013,2013,,2015/04/25,to-read,to-read (#60),to-read,,,,0,0
20926278,Revival,Stephen        King,"King, Stephen",,"=""1476770387""","=""9781476770383""",4,3.81,Scribner,Hardcover,405,2014,2014,2015/04/07,2015/03/31,,,read,,,,1,0
17332969,"The 100 (The 100, #1)",Kass Morgan,"Morgan, Kass",,"=""0316234478""","=""9780316234474""",0,3.58,"Little, Brown and Company",Hardcover,323,2013,2013,,2015/03/29,to-read,to-read (#59),to-read,,,,0,0
21480930,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0553418351""","=""9780553418354""",4,4.15,Broadway Books,Mass Market Paperback,560,2014,2012,2015/03/29,2015/03/21,,,read,,,,1,0
11474470,"The Repossession (Repossession, #1)",Sam Hawksmoor,"Hawksmoor, Sam",,"=""0340997087""","=""9780340997086""",3,3.59,Hodder Children's Books,Paperback,499,2012,2012,2015/03/21,2015/03/12,,,read,,,,1,0
17262203,"MaddAddam (MaddAddam, #3)",Margaret Atwood,"Atwood, Margaret",,"=""0385528787""","=""9780385528788""",5,4.02,Nan A. Talese,Hardcover,394,2013,2013,,2014/01/02,,,read,,,,1,0
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545424925""","=""9780545424929""",0,4.05,Scholastic Press,Hardcover,409,2012,2012,,2015/03/15,to-read,to-read (#58),to-read,,,,0,0
11709037,You Are Not So Smart,David McRaney,"McRaney, David",,"=""1592406599""","=""9781592406593""",0,3.86,Gotham,Hardcover,302,2011,2011,,2015/03/15,to-read,to-read (#57),to-read,,,,0,0
439288,Speak,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""014131088X""","=""9780141310886""",0,4.05,Puffin,Paperback,202,2001,1999,,2015/03/15,to-read,to-read (#56),to-read,,,,0,0
17984032,Sane New World: Taming The Mind,Ruby Wax,"Wax, Ruby",,"=""1444755749""","=""9781444755749""",0,3.76,Hodder & Stoughton Ltd,Paperback,256,2013,2013,,2015/03/13,to-read,to-read (#55),to-read,,,,0,0
68783,"Girl, Interrupted",Susanna Kaysen,"Kaysen, Susanna",,"=""0679746048""","=""9780679746041""",0,3.94,Vintage ,Paperback,169,1994,1993,,2015/03/13,to-read,to-read (#54),to-read,,,,0,0
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""""","=""""",0,4.00,W. W. Norton & Company,Paperback,192,1986,1962,,2015/03/12,to-read,to-read (#53),to-read,,,,0,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",0,4.33,Signet,Mass Market Paperback,320,2003,1908,,2015/03/12,,,read,,,,1,0
138397,"The Walking Dead, Vol. 4: The Heart's Desire",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582405301""","=""9781582405308""",3,4.19,Image Comics,Paperback,136,2005,2005,2015/03/06,2015/03/06,,,read,,,,1,0
30069,"The Walking Dead, Vol. 3: Safety Behind Bars",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582404879""","=""9781582404875""",4,4.29,Image Comics,Comics,136,2005,2005,2015/03/06,2015/03/06,,,read,,,,1,0
18044277,The Walls Around Us,Nova Ren Suma,"Suma, Nova Ren",,"=""1616203722""","=""9781616203726""",0,3.69,Algonquin Young Readers,Hardcover,319,2015,2014,,2015/03/01,to-read,to-read (#52),to-read,,,,0,0
138396,"The Walking Dead, Vol. 2: Miles Behind Us",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582404135""","=""9781582404134""",0,4.23,Image Comics,Comics,136,2004,2004,2015/03/01,2015/03/01,,,read,,,,1,0
138398,"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman,"Kirkman, Robert",Tony Moore,"=""1582406723""","=""9781582406725""",5,4.27,Image Comics,Paperback,144,2013,2004,2015/03/01,2015/03/01,,,read,,,,1,0
3679,On Beauty,Zadie Smith,"Smith, Zadie",,"=""0143037749""","=""9780143037743""",5,3.78,Penguin Books,Paperback,445,2006,2005,2015/03/01,2015/02/03,,,read,,,,1,0
20588698,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",Lena Dunham,"Dunham, Lena",Joana Avillez,"=""081299499X""","=""9780812994995""",3,3.29,Random House,Hardcover,265,2014,2014,2015/02/18,2015/02/18,,,read,,,,1,0
4502507,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.55,,Audio CD,11,2009,2009,,2015/02/09,,,read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101464""","=""9781423101468""",0,4.42,Hyperion Books for Children,Hardcover,361,2008,2008,,2015/02/09,,,read,,,,1,0
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",4,4.01,Scholastic,Paperback,272,2000,1998,,2015/02/09,,,read,,,,1,0
6487308,"Fallen (Fallen, #1)",Lauren Kate,"Kate, Lauren",,"=""0385738935""","=""9780385738934""",0,3.72,Delacorte Press,Hardcover,464,2009,2009,,2015/02/09,,,read,,,,1,0
452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,"Brashares, Ann",,"=""0385729332""","=""9780385729338""",0,3.85,Delacorte Press,Hardcover,294,2001,2001,,2015/02/09,,,read,,,,1,0
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,"Taylor, Laini",,"=""0316134023""","=""9780316134026""",0,3.99,"Little, Brown Books for Young Readers",Hardcover,418,2011,2011,,2015/02/09,to-read,to-read (#51),to-read,,,,0,0
15768409,"The Retribution of Mara Dyer (Mara Dyer, #3)",Michelle Hodkin,"Hodkin, Michelle",,"=""1442484233""","=""9781442484238""",0,4.06,Simon & Schuster Books for Young Readers,Hardcover,470,2014,2014,,2015/02/08,to-read,to-read (#50),to-read,,,,0,0
129877,The Guide,R.K. Narayan,"Narayan, R.K.",Michael Gorra,"=""0143039644""","=""9780143039648""",4,3.93,Penguin Classics,Paperback,224,2006,1958,2015/02/08,2015/02/08,,,read,,,,1,0
481558,Wide Sargasso Sea,Jean Rhys,"Rhys, Jean",,"=""0393308804""","=""9780393308808""",4,3.59,W. W. Norton & Company,Paperback,190,1992,1966,2015/02/08,2015/02/05,,,read,,,,1,0
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",4,4.15,New World Library,Paperback,229,2004,1997,2015/02/08,2015/01/15,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.16,Penguin,Paperback,532,2003,1847,,2015/02/05,to-read,to-read (#49),to-read,,,,0,0
17707530,The Psychopath Inside: A Neuroscientist's Personal Journey into the Dark Side of the Brain,James Fallon,"Fallon, James",,"=""""","=""9781591846000""",4,3.50,Penguin Group USA,Hardcover,246,2013,2013,2015/02/03,2015/01/31,,,read,,,,1,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",3,3.74,Anchor Books,Paperback,215,1994,1958,2015/01/31,2015/01/30,,,read,,,,1,0
17134589,"The Conspiracy of Us (The Conspiracy of Us, #1)",Maggie  Hall,"Hall, Maggie",,"=""0399166505""","=""9780399166501""",0,3.85,Putnam Juvenile,Hardcover,324,2015,2015,,2015/01/30,to-read,to-read (#48),to-read,,,,0,0
13220610,Othello and Interpretive Traditions (Studies Theatre Hist & Culture),Edward Pechter,"Pechter, Edward",,"=""1609380991""","=""9781609380991""",4,4.00,University Of Iowa Press,Paperback,272,2012,1999,2015/01/30,2015/01/15,,,read,,,,1,0
18775247,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen        King,"King, Stephen",,"=""1476754454""","=""9781476754451""",5,4.04,Scribner,Hardcover,437,2014,2014,2014/06/17,2014/06/09,,,read,,,,1,0
8710196,"Nourishing The Teacher Inquiries, Contemplations, and Insights on The Path of Yoga",Danny Arguetty,"Arguetty, Danny",,"=""061524596X""","=""9780615245966""",0,4.51,Nourish Your Light,Paperback,,2009,2009,,2015/01/11,to-read,to-read (#47),to-read,,,,0,0
56301,Light on Yoga,B.K.S. Iyengar,"Iyengar, B.K.S.",Yehudi Menuhin,"=""0805210318""","=""9780805210316""",0,4.29,Schocken,Paperback,544,1979,1966,,2015/01/11,to-read,to-read (#46),to-read,,,,0,0
136581,Light on Life,B.K.S. Iyengar,"Iyengar, B.K.S.","John J. Evans, Douglas Abrams","=""1594865248""","=""9781594865244""",0,4.40,Rodale Books,Paperback,282,2006,2005,,2015/01/11,to-read,to-read (#45),to-read,,,,0,0
10459250,"Dark Eden (Dark Eden, #1)",Patrick Carman,"Carman, Patrick",Patrick Arrasmith,"=""0062009702""","=""9780062009708""",0,3.40,Katherine Tegen Books,Hardcover,336,2011,2011,,2015/01/10,to-read,to-read (#44),to-read,,,,0,0
6587879,Horns,Joe Hill,"Hill, Joe",,"=""0061147958""","=""9780061147951""",5,3.93,William Morrow,Hardcover,370,2010,2010,2015/01/10,2014/12/30,,,read,,,,1,0
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",5,4.18,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,2015/01/08,2015/01/08,,,read,,,,1,0
12859410,"Damn Good Advice (For People with Talent!): How To Unleash Your Creative Potential by America's Master Communicator, George Lois",George Lois,"Lois, George",,"=""0714863483""","=""9780714863481""",0,3.81,Phaidon Press,Mass Market Paperback,176,2012,2012,,2015/01/08,to-read,to-read (#43),to-read,,,,0,0
20871162,The Silkworm (Cormoran Strike #2),Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""1408704021""","=""9781408704028""",0,4.05,Sphere,Hardcover,456,2014,2014,,2015/01/04,,,read,,,,1,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",4,3.96,"Little, Brown",Hardcover,771,2013,2013,2015/01/03,2014/01/02,,,read,,,,1,0
2262521,The Rape of the Lock (Wildside Classic),Alexander Pope,"Pope, Alexander",,"=""1557429162""","=""9781557429162""",2,3.54,Wildside Press,Paperback,54,2007,1717,,2014/12/14,,,read,,,,1,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.95,Knopf,Hardcover,944,2011,2009,,2014/12/14,to-read,to-read (#42),to-read,,,,0,0
20819685,The Bone Clocks,David  Mitchell,"Mitchell, David",,"=""1400065674""","=""9781400065677""",0,3.85,Random House,Hardcover,624,2014,2014,,2014/12/02,to-read,to-read (#41),to-read,,,,0,0
935308,"Faceless Killers (Wallander, #1)",Henning Mankell,"Mankell, Henning",Steven T. Murray,"=""1400031575""","=""9781400031573""",0,3.76,Vintage Crime/Black Lizard,Paperback,280,2003,1991,,2014/12/02,to-read,to-read (#40),to-read,,,,0,0
6892870,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",5,4.24,Knopf,Hardcover,566,2010,2007,2014/11/23,2014/10/26,,,read,,,,1,0
15811545,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""0670026638""","=""9780670026630""",0,4.06,Viking,Hardcover,432,2013,2013,2014/10/26,2013/12/23,,,read,,,,1,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",4,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,2014/10/26,2013/11/29,,,read,,,,1,0
5060378,The Girl Who Played with Fire (Millennium #2),Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",5,4.26,Alfred A. Knopf,Hardcover,503,2009,2006,2014/10/26,2014/10/15,,,read,,,,1,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",4,4.18,Viking Canada,Hardcover,480,2008,2005,2014/10/15,2014/03/31,favorites,favorites (#9),read,,,,1,0
305597,"Voluntary Simplicity: Toward a Way of Life That is Outwardly Simple, Inwardly Rich",Duane Elgin,"Elgin, Duane",,"=""0688121195""","=""9780688121198""",0,3.62,Quill (William Morrow),Paperback,240,1998,1981,,2014/10/13,to-read,to-read (#39),to-read,,,,0,0
3097601,Suicide Notes,Michael Thomas Ford,"Ford, Michael Thomas",,"=""0060737557""","=""9780060737559""",2,3.80,HarperCollins,Paperback,295,2008,2008,2014/10/12,2013/12/23,,,read,,,,1,0
832543,Anatomy of the Spirit: The Seven Stages of Power and Healing,Caroline Myss,"Myss, Caroline",,"=""0609800140""","=""9780609800140""",5,4.16,Three River Press,Paperback,302,1996,2011,2014/10/12,2014/06/25,,,read,,,,1,0
766869,The Narrative of Arthur Gordon Pym of Nantucket,Edgar Allan Poe,"Poe, Edgar Allan",Richard Kopley,"=""0140437487""","=""9780140437485""",4,3.50,Penguin Books,Paperback,288,1999,1838,2014/10/12,2014/08/20,,,read,,,,1,0
11570,Dreamcatcher,Stephen        King,"King, Stephen",,"=""2226131906""","=""9782226131904""",3,3.66,,Paperback,688,2002,2001,2014/08/27,2014/08/27,,,read,,,,1,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""1939126010""","=""9781939126016""",5,4.00,Zola Books,ebook,537,2013,2003,2014/08/20,2014/08/11,,,read,,,,1,0
6224935,This is Where I Leave You,Jonathan Tropper,"Tropper, Jonathan",,"=""052595127X""","=""9780525951278""",4,3.88,Orion,Hardcover,339,2009,2003,2014/08/16,2014/07/19,favorites,favorites (#8),read,,,,1,0
18108757,It,Alexa Chung,"Chung, Alexa",,"=""1846147549""","=""9781846147548""",0,3.35,Particular Books ,Hardcover,192,2013,2013,,2014/08/07,to-read,to-read (#38),to-read,,,,0,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",5,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2013/11/29,favorites,favorites (#7),read,,,,1,0
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,"=""1481426303""","=""9781481426305""",5,4.38,Margaret K. McElderry Books,Hardcover,725,2014,2014,2014/08/07,2014/08/03,,,read,,,,1,0
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406321346""","=""9781406321340""",0,4.55,Walker Books Ltd,Paperback,567,2013,2013,,2014/08/07,to-read,to-read (#37),to-read,,,,0,0
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416975888""","=""9781416975885""",0,4.42,Margaret K. McElderry Books,Hardcover,498,2011,2011,,2014/08/07,to-read,to-read (#36),to-read,,,,0,0
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1442403543""","=""9781442403543""",5,4.07,Margaret K. McElderry Books,Hardcover,425,2011,2011,,2014/08/03,,,read,,,,1,0
17607716,"Ruins (Partials Sequence, #3)",Dan Wells,"Wells, Dan",,"=""0062071106""","=""9780062071101""",0,4.04,Balzer + Bray,Hardcover,464,2014,2014,,2014/08/03,to-read,to-read (#35),to-read,,,,0,0
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",5,3.86,Miramax,Paperback,396,2003,2001,,2014/08/03,,,read,,,,1,0
22917,The Complete Grimm's Fairy Tales,Jacob Grimm,"Grimm, Jacob","Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt","=""""","=""""",5,4.23,Pantheon Books,Paperback,880,1976,1812,,2014/08/03,,,read,,,,1,0
236093,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"Baum, L. Frank",W.W. Denslow,"=""0140621679""","=""9780140621679""",5,4.00,Penguin,Paperback,154,1995,1900,,2014/08/03,,,read,,,,1,0
6344097,The Stand: Captain Trips,Roberto Aguirre-Sacasa,"Aguirre-Sacasa, Roberto","Stephen        King, Laura   Martin, Mike Perkins","=""0785136207""","=""9780785136200""",5,4.47,Marvel Comics ,Hardcover,160,2009,2009,,2014/08/03,,,read,,,,1,0
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""1442416866""","=""9781442416864""",0,4.21,Margaret K. McElderry Books,Hardcover,535,2012,2012,,2014/08/03,,,read,,,,1,0
2526,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",5,4.18,Houghton Mifflin Harcourt Publishing Company,Paperback,326,1999,1995,2014/08/03,2014/07/26,,,read,,,,1,0
6314763,Orange Is the New Black,Piper Kerman,"Kerman, Piper",,"=""0385523386""","=""9780385523387""",0,3.72,Spiegel & Grau,Hardcover,322,2010,2010,,2014/07/31,to-read,to-read (#34),to-read,,,,0,0
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,"=""0316206849""","=""9780316206846""",0,3.89,Mulholland Books,Hardcover,456,2013,2013,2014/07/26,2014/07/26,,,read,,,,1,0
18214414,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""0316206873""","=""9780316206877""",0,4.05,Mulholland Books,Hardcover,464,2014,2014,,2014/07/26,to-read,to-read (#33),to-read,,,,0,0
16065551,Parallel,Lauren   Miller,"Miller, Lauren",,"=""006219979X""","=""9780062199799""",0,3.85,HarperTeen,Kindle Edition,448,2013,2013,,2014/07/26,to-read,to-read (#32),to-read,,,,0,0
18602289,Free to Fall,Lauren   Miller,"Miller, Lauren",,"=""0062199803""","=""9780062199805""",0,3.94,HarperTeen,Hardcover,469,2014,2014,,2014/07/26,to-read,to-read (#31),to-read,,,,0,0
17453303,Glory O'Brien's History of the Future,A.S. King,"King, A.S.",,"=""0316222747""","=""9780316222747""",0,3.79,"Little, Brown Books for Young Readers",Kindle Edition,308,2014,2014,,2014/07/26,to-read,to-read (#30),to-read,,,,0,0
13586743,One Last Thing Before I Go,Jonathan Tropper,"Tropper, Jonathan",,"=""0525952365""","=""9780525952367""",0,3.78,E P Dutton,Hardcover,324,2012,2012,,2014/07/19,to-read,to-read (#29),to-read,,,,0,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin,Paperback,368,1995,1955,,2014/07/19,to-read,to-read (#28),to-read,,,,0,0
13538834,The Elementals,Francesca Lia Block,"Block, Francesca Lia",,"=""1250005493""","=""9781250005496""",0,3.38,St. Martin's Press,Hardcover,265,2012,2012,,2014/07/19,to-read,to-read (#27),to-read,,,,0,0
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.23,Broad Reach Publishing,Paperback,509,2012,2012,2014/07/19,2014/07/19,,,read,,,,1,0
149267,The Stand,Stephen        King,"King, Stephen",Bernie Wrightson,"=""""","=""""",5,4.35,Doubleday Books,Hardcover,1152,1990,1978,2014/07/19,2014/06/19,,,read,,,,1,0
22171733,The Last Letter from Your Lover (Read Pink),Jojo Moyes,"Moyes, Jojo",,"=""0143127268""","=""9780143127260""",0,4.00,Penguin Books,Paperback,390,2014,2011,,2014/06/19,to-read,to-read (#26),to-read,,,,0,0
15507958,"Me Before You (Me Before You, #1)",Jojo Moyes,"Moyes, Jojo",,"=""""","=""""",0,4.26,Pamela Dorman Books/Viking,Hardcover,369,2012,2012,2014/06/19,2014/01/26,,,read,,,,1,0
403098,A Man for All Seasons: A Play in Two Acts,Robert Bolt,"Bolt, Robert",,"=""0679728228""","=""9780679728221""",0,3.89,Vintage,Paperback,163,1990,1960,2014/06/17,2014/06/17,,,read,,,,1,0
16126596,The People in the Trees,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385536771""","=""9780385536776""",5,3.73,Doubleday,Hardcover,369,2013,2013,2014/06/09,2014/04/14,,,read,,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",5,4.29,Modern Library,Paperback,279,2023,1813,2014/05/11,2014/04/25,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,2014/05/11,2014/05/07,,,read,,,,1,0
4241807,The Inner Tradition of Yoga: A Guide to Yoga Philosophy for the Contemporary Practitioner,Michael  Stone,"Stone, Michael",Richard  Freeman,"=""1590305698""","=""9781590305690""",0,4.21,Shambhala,Paperback,234,2008,2008,2014/05/10,2014/03/07,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,2014/05/07,2014/02/03,favorites,favorites (#5),read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652,2006,2005,,2013/11/29,,,read,,,,1,0
10174795,"Glow (Sky Chasers, #1)",Amy Kathleen Ryan,"Ryan, Amy Kathleen",,"=""0312590563""","=""9780312590567""",0,3.53,St. Martin's Griffin,Hardcover,307,2011,2011,2014/04/26,2013/11/13,,,read,,,,1,0
17212231,"Inferno (Robert Langdon, #4)",Dan    Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",0,3.90,Doubleday,Hardcover,463,2013,2013,2014/04/26,2014/01/02,,,read,,,,1,0
10589,Bag of Bones,Stephen        King,"King, Stephen",,"=""067102423X""","=""9780671024239""",0,3.92,Simon & Schuster Inc,Paperback,736,1999,1998,2014/04/26,2014/04/26,,,read,,,,1,0
18090150,Ripper,Isabel Allende,"Allende, Isabel",,"=""0062291408""","=""9780062291400""",0,3.35,HarperVia,Hardcover,496,2014,2013,2014/04/26,2014/04/26,,,read,,,,1,0
13158800,The Light Between Oceans,M.L. Stedman,"Stedman, M.L.",,"=""1451681739""","=""9781451681734""",0,4.04,Scribner,Hardcover,362,2012,2012,2014/04/26,2014/04/26,,,read,,,,1,0
6381205,"Soulless (Parasol Protectorate, #1)",Gail Carriger,"Carriger, Gail",,"=""0316056634""","=""9780316056632""",5,3.90,Orbit,Mass Market Paperback,357,2009,2009,2014/04/25,2014/02/02,,,read,,,,1,0
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,"=""1250012570""","=""9781250012579""",4,3.93,St. Martin's Press,Hardcover,328,2013,2012,,2013/12/23,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.83,Penguin Classics ,Paperback,541,2006,-700,,2014/02/03,to-read,to-read (#25),to-read,,,,0,0
15845648,Torn Away,Jennifer  Brown,"Brown, Jennifer",,"=""""","=""""",0,4.05,"Little, Brown Books for Young Readers",Kindle Edition,288,2014,2014,,2014/02/03,to-read,to-read (#24),to-read,,,,0,0
17262400,MaddAddam (MaddAddam Trilogy #3),Margaret Atwood,"Atwood, Margaret",,"=""0771008465""","=""9780771008467""",5,4.02,McClelland & Stewart,Hardcover,394,2013,2013,2014/02/03,2014/01/26,,,read,,,,1,0
6080337,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood,"Atwood, Margaret",,"=""0385528779""","=""9780385528771""",0,4.07,Doubleday Nan A. Talese,Hardcover,431,2009,2009,2014/02/02,2014/01/02,,,read,,,,1,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.00,Anchor Books,Paperback,389,2004,2003,2014/01/12,2014/01/02,favorites,favorites (#4),read,,,,1,0
133445,The Edible Woman,Margaret Atwood,"Atwood, Margaret",,"=""0385491069""","=""9780385491068""",0,3.69,Vintage,Paperback,310,1998,1969,,2014/01/05,to-read,to-read (#23),to-read,,,,0,0
13429643,The Chocolate Money,Ashley Prentice Norton,"Norton, Ashley Prentice",,"=""0547840047""","=""9780547840048""",0,3.47,Mariner Books,Paperback,288,2012,2012,,2014/01/02,to-read,to-read (#22),to-read,,,,0,0
